CÓDIGO ATUAL,NOME ATUAL,NOME NOVO,PROPOSTA DO DÓRIA
637A-26,TERM. GUARAPIRANGA – TERM. PINHEIROS,1,EXTINTA
637G-10,GRAJAÚ – PINHEIROS,GRAJAÚ – ITAIM BIBI,CORTADA
637G-51,JD. ELIANA – PINHEIROS,JD. ELIANA – ITAIM BIBI,CORTADA
637J-10,VL. SÃO JOSÉ – PINHEIROS,1,EXTINTA
637P-10,TERM. STO. AMARO – TERM. PINHEIROS,TERM. STO. AMARO – TERM. PINHEIROS,MANTIDA
637R-10,JD. ARACATI – TERM. STO. AMARO,JD. ARACATI – TERM. JD. ÂNGELA,CORTADA
637V-10,PQ. AMÉRICA – TERM. STO. AMARO,PQ. AMÉRICA – TERM. STO. AMARO,MANTIDA
6400-10,TERM. JOÃO DIAS – TERM. BANDEIRA,TERM. JOÃO DIAS – TERM. BANDEIRA,MANTIDA
6403-10,TERM. JOÃO DIAS – TERM. PQ. D. PEDRO II,TERM. JOÃO DIAS – TERM. PQ. D. PEDRO II,MANTIDA
6412-10,PARAISÓPOLIS – PAULISTA,PARAISÓPOLIS – SHOP. IBIRAPUERA,CORTADA
6412-21,PARAISÓPOLIS – ITAIM BIBI,1,EXTINTA
6414-10,SOCORRO – TERM. BANDEIRA,SOCORRO – TERM. BANDEIRA,MANTIDA
6418-10,REAL PQ. – BROOKLIN NOVO,REAL PARQUE – BROOKLIN,CORTADA
6422-10,VL. CRUZEIRO – TERM. BANDEIRA,1,EXTINTA
6450-10,TERM. CAPELINHA – TERM. BANDEIRA,TERM. CAPELINHA – TERM. BANDEIRA,MANTIDA
6450-51,VALO VELHO – TERM. BANDEIRA,1,EXTINTA
6451-10,TERM. CAPELINHA – TERM. BANDEIRA,TERM. CAPELINHA – TERM. BANDEIRA,MANTIDA
6455-10,TERM. CAPELINHA – LGO. SÃO FRANCISCO,1,EXTINTA
6475-10,JD. VAZ DE LIMA – TERM. BANDEIRA,JD. VAZ DE LIMA – TERM. CAPELINHA,CORTADA
647A-10,VALO VELHO – PINHEIROS,VALO VELHO – TERM. CAPELINHA,CORTADA
647C-10,TERM. JOÃO DIAS – HOSP. DAS CLÍNICAS,1,EXTINTA
647P-10,COHAB ADVENTISTA – TERM. PINHEIROS,1,EXTINTA
648P-10,TERM. CAPELINHA – TERM. PINHEIROS,TERM. CAPELINHA – TERM. PINHEIROS,MANTIDA
6500-10,TERM. STO. AMARO – TERM. BANDEIRA,TERM. STO. AMARO – TERM. BANDEIRA,MANTIDA
6505-10,TERM. GUARAPIRANGA – TERM. BANDEIRA,TERM. GUARAPIRANGA – TERM. BANDEIRA,MANTIDA
669A-10,TERM. STO. AMARO – TERM. PRINC. ISABEL,TERM. STO. AMARO – TERM. PRINC. ISABEL,MANTIDA
6726-10,JD. GAIVOTAS – TERM. GRAJAÚ,JD. GAIVOTAS – TERM. GRAJAÚ,MANTIDA
675A-10,PQ. STO. ANTONIO – METRÔ SÃO JUDAS,PQ. STO. ANTONIO – TERM. JOÃO DIAS,CORTADA
675G-10,PQ. RES. COCAIA – METRÔ JABAQUARA,PQ. RES. COCAIA – METRÔ JABAQUARA,MANTIDA
675G-41,JD. CASTRO ALVES – METRÔ JABAQUARA,1,EXTINTA
675I-10,TERM. JOÃO DIAS – METRÔ SÃO JUDAS,TERM. JOÃO DIAS – METRÔ SÃO JUDAS,MANTIDA
675K-10,TERM. JD. ÂNGELA – METRÔ STA. CRUZ,TERM. JD. ÂNGELA – METRÔ STA. CRUZ,MANTIDA
675K-23,VL. REMO – MOEMA,VL. REMO – MOEMA,MANTIDA
675L-10,TERM. STO. AMARO – METRÔ STA. CRUZ,TERM. STO. AMARO – TERM. SACOMÃ,CORTADA
675M-10,CENTRO SESC – METRÔ JABAQUARA,1,EXTINTA
675N-10,TERM. STO. AMARO – METRÔ ANA ROSA,1,EXTINTA
675P-10,SHOP. SP MARKET – METRÔ CONCEIÇÃO,CPTM JURUBATUBA – TERM. STO. AMARO,CORTADA
675R-10,GRAJAÚ – METRÔ JABAQUARA,1,EXTINTA
675X-10,TERM. GRAJAÚ – METRÔ VL. MARIANA,TERM. GRAJAÚ – CAMPO BELO,CORTADA
677A-10,TERM. JD. ÂNGELA – ITAIM BIBI,TERM. JD. ÂNGELA – PQ. DO POVO,CORTADA
677V-10,JD. ALPINO – CPTM GRAJAÚ,JD. ALPINO – CPTM GRAJAÚ,MANTIDA
677Y-10,JD. GUARUJÁ – MORUMBI SHOP.,1,EXTINTA
6801-10,JD. IBIRAPUERA – TERM. JOÃO DIAS,1,EXTINTA
6801-51,JD. IBIRAPUERA – TERM. JOÃO DIAS,TERM. JOÃO DIAS – TERM. GUARAPIRANGA,CORTADA
6803-10,JD. CAPELINHA – TERM. JOÃO DIAS,JD. CAPELINHA – TERM. JOÃO DIAS,MANTIDA
6804-10,JD. INGÁ – TERM. JOÃO DIAS,JD. INGÁ – TERM. JOÃO DIAS,MANTIDA
6805-10,TERM. CAPELINHA – TERM. JOÃO DIAS,TERM. CAPELINHA – TERM. JOÃO DIAS,MANTIDA
6805-31,TERM. CAPELINHA – TERM. JOÃO DIAS,TERM. CAPELINHA – TERM. JOÃO DIAS,MANTIDA
6806-10,JD. NOVO ORIENTE – TERM. JOÃO DIAS,JD. NOVO ORIENTE – TERM. JOÃO DIAS,MANTIDA
6812-10,JD. CAPELA – STO. AMARO,JD. CAPELA – JD. ÂNGELA,CORTADA
6813-10,JD. LÍDIA – TERM. CAPELINHA,JD. LÍDIA – TERM. CAPELINHA,MANTIDA
6815-10,JD. COMERCIAL – TERM. CAPELINHA,JD. COMERCIAL – TERM. CAPELINHA,MANTIDA
6816-10,JD. MITSUTANI – TERM. CAPELINHA,JD. MITSUTANI – TERM. CAPELINHA,MANTIDA
6816-31,JD. MITSUTANI – TERM. CAPELINHA,JD. MITSUTANI – TERM. CAPELINHA,MANTIDA
6817-10,JD. SÃO BENTO – TERM. CAPELINHA,JD. SÃO BENTO – TERM. CAPELINHA,MANTIDA
6818-10,JD. VALE DAS VIRTUDES – TERM. CAPELINHA,JD. VALE DAS VIRTUDES – TERM. CAPELINHA,MANTIDA
6820-10,JD. DAS ROSAS – TERM. CAPELINHA,JD. DAS ROSAS – TERM. CAPELINHA,MANTIDA
6820-31,JD. DAS ROSAS – TERM. CAPELINHA,JD. DAS ROSAS – TERM. CAPELINHA,MANTIDA
6821-10,JD. JANGADEIRO – TERM. CAPELINHA,JD. JANGADEIRO – TERM. CAPELINHA,MANTIDA
6822-10,JD. MACEDÔNIA – TERM. CAPELINHA,JD. MACEDÔNIA – TERM. CAPELINHA,MANTIDA
6823-10,JD. GUARUJÁ – TERM. CAPELINHA,JD. GUARUJÁ – TERM. CAPELINHA,MANTIDA
6824-10,PQ. FERNANDA – TERM. CAPELINHA,PQ. FERNANDA – TERM. CAPELINHA,MANTIDA
6825-10,VALO VELHO – TERM. CAPELINHA,1,EXTINTA
6826-10,JD. D. JOSÉ – TERM. CAPELINHA,JD. D. JOSÉ – TERM. CAPELINHA,MANTIDA
6835-10,VALO VELHO – TERM. CAPELINHA,1,EXTINTA
6835-31,VALO VELHO – TERM. CAPELINHA,VALO VELHO – TERM. CAPELINHA,MANTIDA
6836-10,CAPÃO REDONDO – TERM. JOÃO DIAS,CAPÃO REDONDO – TERM. JOÃO DIAS,MANTIDA
6837-10,SHOP. PORTAL – TERM. CAPELINHA,SHOP. PORTAL – TERM. CAPELINHA,MANTIDA
6840-10,TERM. JD. JACIRA – TERM. CAPELINHA,TERM. JD. JACIRA – TERM. CAPELINHA,MANTIDA
6913-10,TERM. VARGINHA – TERM. BANDEIRA,TERM. VARGINHA – TERM. BANDEIRA,MANTIDA
6913-21,TERM. VARGINHA – ITAIM BIBI,1,EXTINTA
695D-10,JD. STA. BARBARA – METRÔ JABAQUARA,JD. STA. BARBARA – HOSP. PEDREIRA,CORTADA
695H-10,JD. HERPLIN – TERM. STO. AMARO,JD. HERPLIN – TERM. GRAJAÚ,CORTADA
695T-10,TERM. CAPELINHA – METRÔ VL. MARIANA,TERM. CAPELINHA – METRÔ VL. MARIANA,MANTIDA
695V-10,TERM. CAPELINHA – METRÔ ANA ROSA,1,EXTINTA
695X-10,TERM. VARGINHA – METRÔ JABAQUARA,TERM. VARGINHA – METRÔ JABAQUARA,MANTIDA
695Y-10,TERM. PARELHEIROS – METRÔ VL. MARIANA,TERM. PARELHEIROS – TERM. STO. AMARO,CORTADA
695Y-21,TERM. PARELHEIROS – CPTM AUTÓDROMO,1,EXTINTA
6960-10,TERM. VARGINHA – TERM. STO. AMARO,TERM. VARGINHA – TERM. STO. AMARO,MANTIDA
6970-10,TERM. GRAJAÚ – TERM. STO. AMARO,TERM. GRAJAÚ – TERM. STO. AMARO,MANTIDA
6L01-10,MARSILAC – TERM. VARGINHA,MARSILAC – TERM. VARGINHA,MANTIDA
6L01-22,VL. PROGRESSO – TERM. VARGINHA,VL. PROGRESSO – TERM. VARGINHA,MANTIDA
6L01-23,EMBURA – TERM. VARGINHA,EMBURA – TERM. VARGINHA,MANTIDA
6L02-10,JD. EUCALIPTOS – TERM. PARELHEIROS,JD. EUCALIPTOS – TERM. PARELHEIROS,MANTIDA
6L03-10,CIPÓ DO MEIO – TERM. PARELHEIROS,1,EXTINTA
6L03-10,CIPÓ DO MEIO – TERM. PARELHEIROS,CIPÓ DO MEIO – TERM. PARELHEIROS,MANTIDA
6L04-10,JD. ORIENTAL/FONTES – TERM. PARELHEIROS,JD. ORIENTAL/FONTES – TERM. PARELHEIROS,CORTADA
6L04-41,JD. DAS FONTES – TERM. PARELHEIROS,JD. DAS FONTES – TERM. PARELHEIROS,MANTIDA
6L04-42,JD. ORIENTAL – TERM. PARELHEIROS,JD. ORIENTAL – TERM. PARELHEIROS,MANTIDA
6L05-10,BARRAGEM – TERM. PARELHEIROS,BARRAGEM – TERM. PARELHEIROS,MANTIDA
6L05-21,CID. NOVA AMÉRICA – TERM. PARELHEIROS,CID. NOVA AMÉRICA – TERM. PARELHEIROS,MANTIDA
6L07-10,JD. STA. FÉ – TERM. VARGINHA,JD. STA. FÉ – TERM. VARGINHA,MANTIDA
6L08-10,JD. SÃO NICOLAU – TERM. PARELHEIROS,JD. SÃO NICOLAU – TERM. PARELHEIROS,MANTIDA
6L10-10,PQ. FLORESTAL – TERM. VARGINHA,PQ. FLORESTAL – TERM. VARGINHA,MANTIDA
6L10-41,MESSIÂNICA – TERM. VARGINHA,MESSIÂNICA – TERM. VARGINHA,MANTIDA
6L11-10,ILHA DO BORORÉ – TERM. GRAJAÚ,ILHA DO BORORÉ – TERM. GRAJAÚ,MANTIDA
7001-10,VL. GILDA – JD. ÂNGELA,VL. GILDA – JD. ÂNGELA,MANTIDA
7002-10,JD. ROSA MARIA – HOSP. DAS CLÍNICAS,JD. ROSA MARIA – CLÍNICAS,MANTIDA
7004-10,TERM. JD. JACIRA – EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA – EST. STO. AMARO/GUIDO CALOI,MANTIDA
7005-10,JD. VERA CRUZ – JD. ÂNGELA,JD. VERA CRUZ – JD. ÂNGELA,MANTIDA
7005-51,JD. VERA CRUZ – METRÔ CAPÃO REDONDO,JD. VERA CRUZ – METRÔ CAPÃO REDONDO,MANTIDA
7006-10,JD. HORIZONTE AZUL – JD. ÂNGELA,JD. HORIZONTE AZUL – JD. ÂNGELA,MANTIDA
7006-51,JD. HORIZONTE AZUL – METRÔ CAPÃO REDONDO,JD. HORIZONTE AZUL – METRÔ CAPÃO REDONDO,MANTIDA
7009-10,JD. SÃO LOURENÇO – JD. ÂNGELA,JD. SÃO LOURENÇO – JD. ÂNGELA,MANTIDA
7011-10,JD. DOS REIS – JD. ÂNGELA,JD. DOS REIS – JD. ÂNGELA,MANTIDA
7011-31,JD. DOS REIS – JD. ÂNGELA,JD. DOS REIS – JD. ÂNGELA,MANTIDA
7012-10,PQ. DO LAGO – TERM. GUARAPIRANGA,PQ. DO LAGO – JD. ÂNGELA,CORTADA
7013-10,PQ. ARARIBA – PINHEIROS,PQ. ARARIBA – BUTANTÃ,CORTADA
7014-10,E T. ÁGUA ESPRAIADA – TERM. STO. AMARO,E T. ÁGUA ESPRAIADA – TERM. STO. AMARO,MANTIDA
7016-10,JD. ÂNGELA – TERM. STO. AMARO,JD. ÂNGELA – TERM. STO. AMARO,MANTIDA
7016-21,VL. STA. LÚCIA – TERM. STO. AMARO,VL. STA. LÚCIA – TERM. STO. AMARO,MANTIDA
7017-10,JD. GUARUJÁ – TERM. GUARAPIRANGA,1,EXTINTA
701A-10,PQ. EDÚ CHAVES – METRÔ VL. MADALENA,PQ. EDÚ CHAVES – METRÔ VL. MADALENA,MANTIDA
701U-10,METRÔ SANTANA – CID. UNIVERSITÁRIA,1,CORTADA
7021-10,JD. MARACÁ – TERM. JOÃO DIAS,JD. MARACÁ – TERM. JOÃO DIAS,MANTIDA
7022-10,JD. CAIÇARA – TERM. STO. AMARO,JD. CAIÇARA – TERM. GUARAPIRANGA,CORTADA
7023-10,JD. NAKAMURA – TERM. STO. AMARO,JD. NAKAMURA – TERM. STO. AMARO,MANTIDA
702C-10,JD. BONFIGLIOLI – METRÔ BELÉM,METRÔ BELÉM – PÇA. DA REPÚBLICA,CORTADA
702C-10,JD. BONFIGLIOLI – METRÔ BELÉM,JD. BONFIGLIOLI – TERM. PINHEIROS,CORTADA
702U-10,CID. UNIVERSITÁRIA – TERM. PQ. D. PEDRO II,TERM. PINHEIROS – TERM. PQ. D. PEDRO II,CORTADA
7040-10,PARAISÓPOLIS – PINHEIROS,PARAISÓPOLIS – PINHEIROS,MANTIDA
7040-21,PARAISÓPOLIS – PINHEIROS,1,EXTINTA
7049-10,PQ. DO LAGO – TERM. CAMPO LIMPO,PQ. DO LAGO – TERM. CAMPO LIMPO,MANTIDA
7050-10,JD. DAS ROSAS – TERM. CAMPO LIMPO,1,EXTINTA
7051-10,JD. ROSANA – TERM. CAMPO LIMPO,JD. ROSANA – TERM. CAMPO LIMPO,MANTIDA
7052-10,JD. HELGA – TERM. CAMPO LIMPO,JD. HELGA – TERM. CAMPO LIMPO,MANTIDA
7053-10,JD. MACEDÔNIA – TERM. CAMPO LIMPO,JD. MACEDÔNIA – TERM. CAMPO LIMPO,MANTIDA
7053-21,JD. MARIA SAMPAIO – TERM. CAMPO LIMPO,JD. MARIA SAMPAIO – TERM. CAMPO LIMPO,MANTIDA
7053-22,JD. MARIA SAMPAIO – TERM. CAMPO LIMPO,1,EXTINTA
7054-10,JD. MACEDÔNIA – TERM. CAMPO LIMPO,JD. MACEDÔNIA – TERM. CAMPO LIMPO,MANTIDA
7055-10,JD. GUARUJÁ – TERM. CAMPO LIMPO,JD. GUARUJÁ – TERM. CAMPO LIMPO,MANTIDA
7057-10,JD. MITSUTANI – TERM. CAMPO LIMPO,JD. MITSUTANI – TERM. CAMPO LIMPO,MANTIDA
7059-10,PQ. DO ENGENHO – TERM. CAMPO LIMPO,PQ. DO ENGENHO – TERM. CAMPO LIMPO,MANTIDA
7060-10,VALO VELHO – TERM. CAMPO LIMPO,VALO VELHO – TERM. CAMPO LIMPO,MANTIDA
7062-10,INOCOOP CAMPO LIMPO – TERM. CAMPO LIMPO,INOCOOP CAMPO LIMPO – TERM. CAMPO LIMPO,MANTIDA
7062-31,CAMPO LIMPO – TERM. CAMPO LIMPO,CAMPO LIMPO – TERM. CAMPO LIMPO,MANTIDA
7062-41,METRÔ CAMPO LIMPO – HORTO DO YPÊ,METRÔ CAMPO LIMPO – HORTO DO YPÊ,MANTIDA
7063-10,JD. MACEDÔNIA – TERM. CAMPO LIMPO,JD. MACEDÔNIA – TERM. CAMPO LIMPO,MANTIDA
707A-10,JD. ÂNGELA – METRÔ PÇA. DA ÁRVORE,JD. ÂNGELA – METRÔ PÇA. DA ÁRVORE,MANTIDA
707A-23,PIRAPORINHA – MOEMA,1,EXTINTA
707K-10,TERM. GUARAPIRANGA – METRÔ JABAQUARA,1,EXTINTA
709A-10,E.T. ÁGUA ESPRAIADA – METRÔ ANA ROSA,1,EXTINTA
709G-10,TERM. GUARAPIRANGA – ITAIM BIBI,1,EXTINTA
709M-10,TERM. STO. AMARO – TERM. PINHEIROS,1,EXTINTA
709P-10,EST. STO. AMARO/GUIDO CALOI – TERM. PINHEIROS,EST. STO. AMARO/GUIDO CALOI – TERM. PINHEIROS,MANTIDA
714C-10,COHAB EDUCANDÁRIO – PAULISTA,1,EXTINTA
715M-10,JD. MARIA LUIZA – LGO. DA PÓLVORA,JD. MARIA LUIZA – PINHEIROS,CORTADA
715M-10,JD. MARIA LUIZA – LGO. DA PÓLVORA,JD. MARIA LUIZA – LGO. DA PÓLVORA,MANTIDA
7181-10,CID. UNIVERSITÁRIA – TERM. PRINC. ISABEL,1,EXTINTA
719P-10,TERM. PINHEIROS – TERM. PRINC. ISABEL,TERM. PINHEIROS – TERM. PRINC. ISABEL,MANTIDA
719R-10,RIO PEQUENO – METRÔ BARRA FUNDA,RIO PEQUENO – PINHEIROS,CORTADA
7245-10,TERM. STO. AMARO – HOSP. DAS CLÍNICAS,TERM. STO. AMARO – HOSP. DAS CLÍNICAS,CORTADA
7267-10,APIACÁS – PÇA. RAMOS DE AZEVEDO,METRÔ BARRA FUNDA – LAPA,CORTADA
7272-10,MERCADO DA LAPA – PÇA. RAMOS DE AZEVEDO,MERCADO DA LAPA – PÇA. RAMOS DE AZEVEDO,MANTIDA
7281-10,LAPA – PÇA. RAMOS DE AZEVEDO,LAPA – METRÔ VL. MADALENA,CORTADA
7282-10,PQ. CONTINENTAL – PÇA. RAMOS DE AZEVEDO,CPTM LEOPOLDINA – PÇA. RAMOS DE AZEVEDO,CORTADA
7282-10,PQ. CONTINENTAL – PÇA. RAMOS DE AZEVEDO,PQ. CONTINENTAL – CPTM CEASA,CORTADA
736G-10,JD. INGÁ – SHOP. MORUMBI,1,EXTINTA
736I-10,JD. INGÁ – STO. AMARO,1,EXTINTA
736I-21,JD. INGÁ – METRÔ VL. DAS BELEZAS,JD. INGÁ – METRÔ VL. DAS BELEZAS,MANTIDA
737A-10,TERM. JD. ÂNGELA – TERM. STO. AMARO,TERM. JD. ÂNGELA – TERM. STO. AMARO,MANTIDA
7411-10,CID. UNIVERSITÁRIA – PÇA. DA SÉ,CID. UNIVERSITÁRIA – PÇA. DA SÉ,MANTIDA
7458-10,JD. BOA VISTA – EST. DA LUZ,JD. BOA VISTA – LUZ,MANTIDA
745M-10,CAMPO LIMPO – SHOP. SP MARKET,TERM. GUARAPIRANGA – TERM. CAMPO LIMPO,CORTADA
745M-10,CAMPO LIMPO – SHOP. SP MARKET,CAMPO LIMPO – TERM. CAMPO LIMPO,CORTADA
745M-21,CAMPO LIMPO – PQ. FIGUEIRA GRANDE,1,EXTINTA
746C-10,JD. TABOÃO – STO. AMARO,JD. TABOÃO – TERM. JOÃO DIAS,CORTADA
746H-10,JD. JAQUELINE – STO. AMARO,JD. JAQUELINE – TERM. JOÃO DIAS,CORTADA
746K-10,PARAISÓPOLIS – CAMPO BELO,PARAISÓPOLIS – CAMPO BELO,MANTIDA
746P-10,PARAISÓPOLIS – STO. AMARO,PARAISÓPOLIS – TERM. JOÃO DIAS,MANTIDA
746P-31,PARAISÓPOLIS – STO. AMARO,PARAISÓPOLIS – STO. AMARO,MANTIDA
746R-10,REAL PQ. – STO. AMARO,REAL PARQUE – TERM. STO. AMARO,MANTIDA
746V-10,JD. REBOUÇAS – HOSP. CAMPO LIMPO,JD. REBOUÇAS – HOSP. CAMPO LIMPO,MANTIDA
748A-10,JD. D’ABRIL – LAPA,1,EXTINTA
748A-41,JD. PERI PERI – LAPA,JD. PERI PERI – CPTM CEASA,CORTADA
748R-10,JD. JOÃO XXIII – METRÔ BARRA FUNDA,SHOP. RAPOSO – TERM. LAPA,CORTADA
748R-10,JD. JOÃO XXIII – METRÔ BARRA FUNDA,JD. JOÃO XXIII – METRÔ BARRA FUNDA,MANTIDA
7545-10,JD. JOÃO XXIII – PÇA. RAMOS DE AZEVEDO,JD. JOÃO XXIII – PÇA. RAMOS DE AZEVEDO,MANTIDA
7545-21,CDHU BUTANTÃ – PÇA. RAMOS DE AZEVEDO,1,EXTINTA
7550-10,TERM. STO. AMARO – METRÔ STA. CECÍLIA,1,EXTINTA
756A-10,JD. PAULO VI – E.T. ÁGUA ESPRAIADA,JD. PAULO VI – E.T. ÁGUA ESPRAIADA,MANTIDA
7600-10,SHOP. MORUMBI – METRÔ ARMÊNIA,TERM. STO. AMARO – LGO. SÃO FRANCISCO,CORTADA
771P-10,JD. JOÃO XXIII – HOSP. DAS CLÍNICAS,1,EXTINTA
7725-10,RIO PEQUENO – TERM. LAPA,RIO PEQUENO – TERM. PINHEIROS,CORTADA
775A-10,JD. ADALGIZA – PINHEIROS,JD. ADALGIZA – BUTANTÃ,CORTADA
775F-10,JD. DAS PALMAS – HOSP. DAS CLÍNICAS,JD. DAS PALMAS – PQ. DO POVO,CORTADA
775F-31,JD. DAS PALMAS – PQ. DO POVO,JD. DAS PALMAS – PQ. DO POVO,MANTIDA
775N-10,RIO PEQUENO – METRÔ VL. MADALENA,RIO PEQUENO – METRÔ VL. MADALENA,MANTIDA
775P-10,JD. GUARAÚ – METRÔ ANA ROSA,1,EXTINTA
775V-10,RIO PEQUENO – ITAIM BIBI,1,EXTINTA
778J-10,JD. ARPOADOR – METRÔ BARRA FUNDA,JD. ARPOADOR – BUTANTÃ,CORTADA
778J-41,COHAB RAPOSO TAVARES – METRÔ BARRA FUNDA,COHAB RAPOSO TAVARES – PINHEIROS,CORTADA
778R-10,COHAB RAPOSO TAVARES – TERM. PRINC. ISABEL,COHAB RAPOSO TAVARES – TERM. PRINC. ISABEL,MANTIDA
778R-21,COHAB RAPOSO TAVARES – TERM. PRINC. ISABEL,1,EXTINTA
7903-10,JD. JOÃO XXIII/EDUC. – PÇA. RAMOS DE AZEVEDO,1,EXTINTA
8000-10,TERM. LAPA – PÇA. RAMOS DE AZEVEDO,TERM. LAPA – TERM. PQ. D. PEDRO II,CORTADA
8001-10,VL. PIAUÍ – TERM. LAPA,VL. PIAUÍ – TERM. LAPA,MANTIDA
8002-10,TERM. PIRITUBA – TERM. LAPA,TERM. PIRITUBA – TERM. LAPA,MANTIDA
8003-10,REMÉDIOS – TERM. LAPA,REMÉDIOS – TERM. LAPA,MANTIDA
