CÓDIGO ATUAL,NOME ATUAL,NOME NOVO,PROPOSTA DO DÓRIA
8004-10,STA. MÔNICA – TERM. LAPA,STA. MÔNICA – TERM. LAPA,MANTIDA
8006-10,JD. DONÁRIA – TERM. PIRITUBA,JD. DONÁRIA – TERM. PIRITUBA,MANTIDA
8007-10,VL. CLARICE – TERM. PIRITUBA,VL. CLARICE – TERM. PIRITUBA,MANTIDA
8008-10,STA. MÔNICA – TERM. PIRITUBA,STA. MÔNICA – TERM. PIRITUBA,MANTIDA
8009-10,CID. D’ABRIL 3ª GLEBA – TERM. PIRITUBA,CID. D’ABRIL 3ª GLEBA – TERM. PIRITUBA,MANTIDA
8009-31,CID. D’ABRIL 3ª GLEBA – TERM. PIRITUBA,CID. D’ABRIL 3ª GLEBA – TERM. PIRITUBA,MANTIDA
8010-10,PERUS – LAPA,PERUS – TERM. PIRITUBA,CORTADA
8012-10,METRÔ BUTANTÃ – CID. UNIVERSITÁRIA,METRÔ BUTANTÃ – CID. UNIVERSITÁRIA,MANTIDA
8013-10,TERM. JD. BRITÂNIA – LAPA,JD. MONTE BELO – TERM. JD. BRITÂNIA,CORTADA
8013-22,JD. ROSINHA – TERM. JD. BRITÂNIA,JD. ROSINHA – TERM. JD. BRITÂNIA,MANTIDA
8013-41,TERM. JD. BRITANIA – JD. PAINEIRAS,JD. PAINEIRAS – TERM. JD. BRITÂNIA,MANTIDA
8014-10,MORRO DOCE – PERUS,MORO DOCE – CPTM PERUS,CORTADA
8015-10,CEM. DE PERUS – TERM. PIRITUBA,CEM. DE PERUS – CONEXÃO VL. IÓRIO,CORTADA
8015-21,CEM. DE PERUS – CPTM PERUS,CEM. DE PERUS – CPTM PERUS,MANTIDA
8016-10,JD. RINCÃO – TERM. PIRITUBA,JD. RINCÃO – TERM. PIRITUBA,MANTIDA
8017-10,CPTM VL. AURORA – TERM. PIRITUBA,CPTM VL. AURORA – TERM. PIRITUBA,MANTIDA
8018-10,VL. SÔNIA – BUTANTÃ,VL. SÔNIA – BUTANTÃ,MANTIDA
8019-10,PQ. CONTINENTAL – METRÔ BUTANTÃ,PQ. CONTINENTAL – METRÔ BUTANTÃ,MANTIDA
8020-10,BUTANTÃ – SHOP. MORUMBI,BUTANTÃ – SHOP. MORUMBI,MANTIDA
8021-10,JD. MARIA LUIZA – BUTANTÃ,1,EXTINTA
8022-10,METRÔ BUTANTÃ – CID. UNIVERSITÁRIA,METRÔ BUTANTÃ – CID. UNIVERSITÁRIA,MANTIDA
8023-10,CDHU MUNCK – BUTANTÃ,CDHU MUNCK – BUTANTÃ,MANTIDA
8025-10,JD. ROSA MARIA – BUTANTÃ,JD. ROSA MARIA – METRÔ BUTANTÃ,MANTIDA
8026-10,JD. INGÁ – BUTANTÃ,JD. INGÁ – METRÔ BUTANTÃ,CORTADA
8027-10,VL. DALVA – BUTANTÃ,VL. DALVA – BUTANTÃ,MANTIDA
8038-10,PQ. CONTINENTAL – LAPA,PQ. CONTINENTAL – LAPA,MANTIDA
8040-10,SOL NASCENTE – TERM. LAPA,SOL NASCENTE – LAPA,MANTIDA
8043-10,VL. NOVA ESPERANÇA – LAPA,VL. NOVA ESPERANÇA  – PIRITUBA,MANTIDA
8047-10,JARAGUÁ – LAPA,JARAGUÁ – LAPA,MANTIDA
8047-41,JARAGUÁ – METRÔ VL. MADALENA,1,EXTINTA
8047-51,JARAGUÁ – LAPA,1,EXTINTA
8050-10,PQ. MORRO DOCE – LAPA,TERM. JD. BRITÂNIA – TERM. LAPA,CORTADA
8050-21,ANHANGUERA – LAPA,1,EXTINTA
8050-31,PQ. MORRO DOCE – LAPA,MORRO DOCE – TERM. JD. BRITÂNIA,CORTADA
8055-10,PERUS – LAPA,1,EXTINTA
8055-51,PERUS – METRÔ BARRA FUNDA,PERUS – METRÔ BARRA FUNDA,MANTIDA
805L-10,TERM. PRINC. ISABEL – ACLIMAÇÃO,TERM. PRINC. ISABEL – ACLIMAÇÃO,MANTIDA
8060-10,VL. PIAUÍ – TERM. LAPA,VL. PIAUÍ – TERM. LAPA,MANTIDA
8062-10,PQ. SÃO DOMINGOS – LAPA,PQ. SÃO DOMINGOS – LAPA,MANTIDA
8065-10,VL. CLARICE – LAPA,VL. CLARICE – LAPA,MANTIDA
8072-10,PQ. IPÊ – BUTANTÃ,1,EXTINTA
8073-10,JD. GUARAÚ – BUTANTÃ,JD. GUARAÚ – METRÔ BUTANTÃ,MANTIDA
8075-10,TERM. CAMPO LIMPO – METRÔ BUTANTÃ,TERM. CAMPO LIMPO – METRÔ BUTANTÃ,MANTIDA
8077-10,JD. JOÃO XXIII – METRÔ BUTANTÃ,JD. JOÃO XXIII – METRÔ BUTANTÃ,MANTIDA
8078-10,JD. DAS PALMAS – HOSP. CAMPO LIMPO,JD. DAS PALMAS – HOSP. CAMPO LIMPO,MANTIDA
807A-10,TERM. CAMPO LIMPO – TERM. STO. AMARO,TERM. CAMPO LIMPO – TERM. STO. AMARO,MANTIDA
807J-10,TERM. CAMPO LIMPO – SHOP. MORUMBI,TERM. CAMPO LIMPO – SHOP. MORUMBI,MANTIDA
807M-10,TERM. CAMPO LIMPO – SHOP. MORUMBI,1,EXTINTA
807P-10,PARAISÓPOLIS – STO. AMARO,PARAISÓPOLIS – TERM. JOÃO DIAS,CORTADA
809A-10,JD. D’ABRIL – TERM. PINHEIROS,JD. D’ABRIL – PINHEIROS,MANTIDA
809D-10,COHAB EDUCANDÁRIO – TERM. PINHEIROS,COHAB EDUCANDÁRIO – PINHEIROS,MANTIDA
809H-10,JD. BOA VISTA – LAPA,JD. BOA VISTA – CPTM LEOPOLDINA,CORTADA
809J-10,JD. COLOMBO – TERM. PINHEIROS,JD. COLOMBO – PINHEIROS,MANTIDA
809L-10,CAMPO LIMPO – LAPA,CAMPO LIMPO – LAPA,MANTIDA
809N-10,VL. DALVA – LAPA,VL. DALVA – CPTM CEASA,CORTADA
809P-10,TERM. CAMPO LIMPO – TERM. PINHEIROS,TERM. CAMPO LIMPO – TERM. PINHEIROS,MANTIDA
809R-10,RIO PEQUENO – TERM. PINHEIROS,RIO PEQUENO – PINHEIROS,MANTIDA
809T-10,COHAB RAPOSO TAVARES – LAPA,1,EXTINTA
809U-10,CID. UNIVERSITÁRIA – METRÔ BARRA FUNDA,METRÔ BARRA FUNDA – METRÔ VL. MADALENA,CORTADA
809U-10,CID. UNIVERSITÁRIA – METRÔ BARRA FUNDA,CID. UNIVERSITÁRIA – METRÔ VL. MADALENA,CORTADA
809U-21,METRÔ BARRA FUNDA – METRÔ VILA MADALENA,1,EXTINTA
809V-10,VL. GOMES – PAULISTA,VL. GOMES – PINHEIROS,CORTADA
8100-10,TERM. PIRITUBA – TERM. LAPA,TERM. PIRITUBA – TERM. LAPA,MANTIDA
817C-10,LAPA – HOSP. DAS CLÍNICAS,1,EXTINTA
8194-10,PERUS – TERM. CACHOEIRINHA,PERUS – TERM. CACHOEIRINHA,MANTIDA
8199-10,PIRITUBA – CEM. VL. NOVA CACHOEIRINHA,SANTA MÔNICA – TERM. PIRITUBA,CORTADA
8199-10,PIRITUBA – CEM. VL. NOVA CACHOEIRINHA,TERM. PIRITUBA – IMIRIM,CORTADA
819A-10,CPTM VL. AURORA – JD. PRIMAVERA,CPTM VL. AURORA – TERM. CACHOEIRINHA,CORTADA
8200-10,TERM. PIRITUBA – TERM. LAPA,CONEXÃO VL. IÓRIO – LAPA,CORTADA
8200-10,TERM. PIRITUBA – TERM. LAPA,TERM. PIRITUBA – TERM. LAPA,MANTIDA
8215-10,JD. PAULISTANO – PÇA. DO CORREIO,JD. PAULISTANO – PÇA. DO CORREIO,MANTIDA
8252-10,METRÔ BARRA FUNDA – LAPA,1,EXTINTA
8300-10,TERM. PIRITUBA – TERM. LAPA,1,EXTINTA
8319-10,PQ. CONTINENTAL – SESC POMPÉIA,PQ. CONTINENTAL – LAPA,CORTADA
8319-21,SHOP. VILLA LOBOS – PQ. CONTINENTAL,SHOP. VILLA LOBOS – PQ. CONTINENTAL,MANTIDA
8400-10,TERM. PIRITUBA – PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA – PÇA. RAMOS DE AZEVEDO,MANTIDA
846M-10,VL. PIAUÍ – TERM. PINHEIROS,VL. PIAUÍ – CPTM CEASA,CORTADA
847J-10,CITY JARAGUÁ – JAGUARÉ,1,EXTINTA
847P-10,TERM. PIRITUBA – ITAIM BIBI,TERM. LAPA – TERM. PINHEIROS,CORTADA
847P-10,TERM. PIRITUBA – ITAIM BIBI,PIRITUBA – METRÔ VL. MADALENA,CORTADA
847P-42,BRASILÂNDIA – ITAIM BIBI,1,EXTINTA
848L-10,RECANTO DOS HUMILDES – TERM. PIRITUBA,RECANTO DOS HUMILDES – TERM. PIRITUBA,MANTIDA
8500-10,"TERM.
PIRITUBA – METRÔ BARRA FUNDA",TERM. PIRITUBA – METRÔ BARRA FUNDA,MANTIDA
8528-10,JD. GUARANI – PÇA. DO CORREIO,JD. GUARANI – PÇA. DO CORREIO,MANTIDA
8538-10,FREGUESIA DO Ó – PÇA. DO CORREIO,CONEXÂO VL. IÓRIO – FREGUESIA DO Ó,CORTADA
8542-10,BRASILÂNDIA – PÇA. DO CORREIO,BRASILÂNDIA – CONEXÃO JOÃO PAULO I,CORTADA
8542-10,BRASILÂNDIA – PÇA. DO CORREIO,BRASILÂNDIA – PÇA. DO CORREIO,MANTIDA
8544-10,CID. D’ABRIL 3ª GLEBA – PÇA. DO CORREIO,CID. D’ABRIL 3ª GLEBA – TERM. PIRITUBA,CORTADA
8545-10,PENTEADO – METRÔ BARRA FUNDA,PENTEADO – CONEXÃO JOÃO PAULO I,CORTADA
8545-10,PENTEADO – METRÔ BARRA FUNDA,CONEXÃO JOÃO PAULO I – METRÔ BARRA FUNDA,CORTADA
8548-10,JD. DOS CUNHAS – TERM. LAPA,JD. DOS CUNHAS – TERM. CACHOEIRINHA,CORTADA
8549-10,TAIPAS – PÇA. DO CORREIO,TAIPAS – CONEXÃO JOÃO PAULO I,CORTADA
856R-10,LAPA – SOCORRO,1,EXTINTA
857A-10,TERM. CAMPO LIMPO – METRÔ STA. CRUZ,1,EXTINTA
857C-10,TERM. CAMPO LIMPO – METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO – METRÔ CONCEIÇÃO,MANTIDA
857P-10,TERM. CAMPO LIMPO – PARAÍSO,TERM. CAMPO LIMPO – METRÔ ANA ROSA,CORTADA
857P-21,CAMPO LIMPO – PARAISO,1,EXTINTA
857R-10,TERM. CAMPO LIMPO – ACLIMAÇÃO,1,EXTINTA
857R-41,EST. HEBRAICA REBOUÇAS – ANA ROSA,EST. HEBRAICA REBOUÇAS – ANA ROSA,MANTIDA
8594-10,CID. D’ABRIL  – PÇA. RAMOS DE AZEVEDO,CID. D’ABRIL  – PÇA. RAMOS DE AZEVEDO,MANTIDA
8594-21,CID. PIRITUBA – PÇA. RAMOS DE AZEVEDO,1,EXTINTA
8594-41,COHAB PEDRA VERDE – PÇA. RAMOS DE AZEVEDO,1,EXTINTA
8600-10,TERM. PIRITUBA – LGO. DO PAISSANDÚ,TERM. PIRITUBA – LGO. DO PAISSANDÚ,MANTIDA
8600-22,VL. IÓRIO – LGO. DO PAISSANDÚ,VL. IÓRIO – LGO. DO PAISSANDÚ,MANTIDA
8605-10,"TERM.
CAMPO LIMPO – TERM. BANDEIRA",TERM. CAMPO LIMPO – TERM. BANDEIRA,MANTIDA
8610-10,JD. PAULO VI – TERM. BANDEIRA,JD. PAULO VI – TERM. BANDEIRA,MANTIDA
8615-10,PQ. DA LAPA – TERM. PQ. D. PEDRO II,PQ. DA LAPA – LAPA,CORTADA
8622-10,MORRO DOCE – PÇA. RAMOS DE AZEVEDO,TERM. JD. BRITÂNIA – PÇA. RAMOS DE AZEVEDO,CORTADA
8677-10,JD. LÍBANO – PÇA. DA REPÚBLICA,JD. LÍBANO – PÇA. DA REPÚBLICA,MANTIDA
8686-10,MANGALOT – LGO. DO PAISSANDÚ,MANGALOT – LAPA,CORTADA
8686-10,MANGALOT – LGO. DO PAISSANDÚ,MANGALOT – LGO. DO PAISSANDÚ,CORTADA
8696-10,JARAGUÁ – PÇA. RAMOS DE AZEVEDO,1,EXTINTA
8696-41,JARAGUÁ – PÇA. RAMOS DE AZEVEDO,JARAGUÁ  – LAPA,CORTADA
8700-10,TERM. CAMPO LIMPO – PÇA. RAMOS DE AZEVEDO,TERM. CAMPO LIMPO – PÇA. RAMOS DE AZEVEDO,MANTIDA
8700-21,LGO. DO TABOÃO – PÇA. RAMOS DE AZEVEDO,LGO. DO TABOÃO – PÇA. RAMOS DE AZEVEDO,MANTIDA
8700-22,HOSP. DAS CLÍNICAS – TERM. CAMPO LIMPO,1,EXTINTA
8700-23,PÇA. RAMOS DE AZEVEDO – BUTANTÃ,1,EXTINTA
8705-10,SHOP. CONTINENTAL – ANHANGABAÚ,SHOP. CONTINENTAL – ANHANGABAÚ,MANTIDA
8707-10,RIO PEQUENO – TERM. PRINC. ISABEL,RIO PEQUENO – PINHEIROS,CORTADA
874C-10,PQ. CONTINENTAL – METRÔ – TRIANON – MASP,1,EXTINTA
874T-10,IPIRANGA – LAPA,TERM. SACOMÃ – TERM. LAPA,CORTADA
875A-10,AEROPORTO – PERDIZES,AEROPORTO – METRÔ SÃO JUDAS,CORTADA
875C-10,TERM. LAPA – METRÔ STA. CRUZ,1,EXTINTA
875H-10,TERM. LAPA – METRÔ VL. MARIANA,TERM. LAPA – METRÔ ANA ROSA,CORTADA
875P-10,METRÔ BARRA FUNDA – METRÔ ANA ROSA,1,EXTINTA
877T-10,VL. ANASTÁCIO – METRÔ PARAÍSO,1,EXTINTA
888P-10,PERUS – COHAB TAIPAS,CPTM PERUS – COHAB TAIPAS,CORTADA
9002-10,JD. PERY ALTO – TERM. CACHOEIRINHA,JD. PERY ALTO – TERM. CACHOEIRINHA,MANTIDA
9004-10,JD. ELISA MARIA – TERM. CACHOEIRINHA,JD. ELISA MARIA – TERM. CACHOEIRINHA,MANTIDA
9005-10,JD. PRINCESA – TERM. CACHOEIRINHA,JD. PRINCESA – TERM. CACHOEIRINHA,MANTIDA
9005-41,JD. VISTA ALEGRE – TERM. CACHOEIRINHA,1,EXTINTA
9005-42,SÍTIO DOS FRANCOS – TERM. CACHOEIRINHA,SÍTIO DOS FRANCOS – TERM. CACHOEIRINHA,MANTIDA
9006-10,VL. PENTEADO – TERM. CACHOEIRINHA,VL. PENTEADO – TERM. CACHOEIRINHA,MANTIDA
9008-10,PQ. DE TAIPAS – TERM. CACHOEIRINHA,PQ. DE TAIPAS – TERM. CACHOEIRINHA,MANTIDA
9008-41,ESTÂNCIA JARAGUÁ – TERM. CACHOEIRINHA,ESTÂNCIA JARAGUÁ – TERM. CACHOEIRINHA,MANTIDA
9009-10,COHAB BRASILÂNDIA – TERM. CACHOEIRINHA,COHAB BRASILÂNDIA – TERM. CACHOEIRINHA,MANTIDA
9011-10,CPTM JARAGUÁ – TERM. CACHOEIRINHA,CPTM JARAGUÁ – TERM. CACHOEIRINHA,MANTIDA
9011-21,CPTM JARAGUÁ – CITY JARAGUÁ,CPTM JARAGUÁ – CITY JARAGUÁ,MANTIDA
9012-10,ITABERABA – TERM. LAPA,1,EXTINTA
9014-10,MORRO GRANDE – TERM. LAPA,MORRO GRANDE – TERM. LAPA,MANTIDA
9014-42,JD. IRACEMA – TERM. LAPA,JD. IRACEMA – CONEXÃO PETRONIO PORTELA,CORTADA
9015-10,VL. ZATT – TERM. PIRITUBA,VL. ZATT – TERM. PIRITUBA,MANTIDA
9018-10,VL. MIRANTE – TERM. PIRITUBA,VL. MIRANTE – TERM. PIRITUBA,MANTIDA
9019-10,JD. PAULISTANO – TERM. PIRITUBA,JD. PAULISTANO – TERM. PIRITUBA,MANTIDA
9020-10,VL. MIRANTE – TERM. PIRITUBA,VL. MIRANTE – TERM. PIRITUBA,MANTIDA
9023-10,PQ. DE TAIPAS – TERM. PIRITUBA,PQ. DE TAIPAS – TERM. PIRITUBA,MANTIDA
9032-10,JD. DAMASCENO – TERM. CACHOEIRINHA,JD. DAMASCENO – TERM. CACHOEIRINHA,CORTADA
9032-21,JD. DAMASCENO – TERM. CACHOEIRINHA,JD. DAMASCENO – TERM. CACHOEIRINHA,MANTIDA
9047-10,JD. PAULISTANO – LAPA,JD. PAULISTANO – CONEXÃO JOÃO PAULO I,CORTADA
9050-10,TERM. LAPA – ITAIM BIBI,1,EXTINTA
9051-10,LAPA – TERM. PINHEIROS,TERM. LAPA – TERM. PINHEIROS,MANTIDA
908T-10,TERM. PQ. D. PEDRO II – BUTANTÃ,TERM. PQ. D. PEDRO II – CID. UNIVERSITÁRIA,CORTADA
9090-10,PQ. TIETÊ – TERM. CASA VERDE,PQ. TIETÊ – TERM. CASA VERDE,MANTIDA
909T-10,TERM. PINHEIROS – TERM. PQ. D. PEDRO II,TERM. PINHEIROS – TERM. PQ. D. PEDRO II,MANTIDA
9162-10,VL. PENTEADO – TERM. CASA VERDE,VL. PENTEADO – TERM. CASA VERDE,MANTIDA
9166-10,JD. STA. CRUZ – TERM. CACHOEIRINHA,1,EXTINTA
917H-10,TERM. PIRITUBA – METRÔ VL. MARIANA,TERM. PIRITUBA – METRÔ ANA ROSA,CORTADA
917M-10,MORRO GRANDE – METRÔ ANA ROSA,MORRO GRANDE – METRÔ BARRA FUNDA,CORTADA
917M-31,MORRO GRANDE – METRÔ ANA ROSA,1,EXTINTA
9181-10,VL. TEREZINHA – LAPA,VL. TEREZINHA – CONEXÃO JOÃO PAULO I (VIA JOAQUIM FERREIRA DA ROCHA),CORTADA
9188-10,CAPELA DA LAGOA  – LAPA,CAPELA DA LAGOA – TERM. PIRITUBA,CORTADA
9188-42,CAPELA DA LAGOA – LAPA,CAPELA DA LAGOA – TERM. PIRITUBA,CORTADA
9191-10,JD. ELISA MARIA – BOM RETIRO,JD. ELISA MARIA – TERM. CACHOEIRINHA,CORTADA
9191-21,METRÔ BARRA FUNDA – BOM RETIRO,METRÔ BARRA FUNDA – BOM RETIRO,MANTIDA
9300-10,TERM. CASA VERDE – TERM. PQ. D. PEDRO II,TERM. CASA VERDE – TERM. PQ. D. PEDRO II,MANTIDA
9301-10,TERM. CASA VERDE – PÇA. DO CORREIO,TERM. CASA VERDE – PÇA. DO CORREIO,MANTIDA
930P-10,TERM. PQ. D. PEDRO II – TERM. PINHEIROS,1,EXTINTA
9354-10,TERM. CACHOEIRINHA – PÇA. DO CORREIO,TERM. CACHOEIRINHA – PÇA. DO CORREIO,MANTIDA
938C-10,COHAB TAIPAS – TERM. PRINC. ISABEL,COHAB TAIPAS – TERM. LAPA,CORTADA
938C-10,COHAB TAIPAS – TERM. PRINC. ISABEL,COHAB TAIPAS – TERM. PRINC. ISABEL,CORTADA
938L-10,"TERM. CACHOEIRINHA
– LAPA",TERM. CACHOEIRINHA – LAPA,MANTIDA
938P-10,JD. TEREZA – METRÔ BARRA FUNDA,JD. TEREZA – CONEXÃO JOÃO PAULO I,CORTADA
938P-21,VL. PENTEADO – METRÔ BARRA FUNDA,1,EXTINTA
938V-10,JD. VISTA ALEGRE – METRÔ BARRA FUNDA,JD. VISTA ALEGRE – TERM. CACHOEIRINHA,CORTADA
948A-10,VL. ZATT – METRÔ BARRA FUNDA,1,EXTINTA
9500-10,TERM. CACHOEIRINHA – PÇA. DO CORREIO,TERM. CACHOEIRINHA – PÇA. DO CORREIO,MANTIDA
9501-10,TERM. CACHOEIRINHA – LGO. DO PAISSANDÚ,TERM. CACHOEIRINHA – LGO. DO PAISSANDÚ,MANTIDA
957T-10,COHAB TAIPAS – ITAIM BIBI,TERM. LAPA – PQ. DO POVO,CORTADA
958P-10,JD. NARDINI – ITAIM BIBI,JD. NARDINI – CPTM CEASA,CORTADA
9653-10,PEDRA BRANCA – PÇA. DO CORREIO,PEDRA BRANCA – CACHOEIRINHA,CORTADA
9653-10,PEDRA BRANCA – PÇA. DO CORREIO,PEDRA BRANCA – PÇA. DO CORREIO,MANTIDA
967A-10,IMIRIM – PINHEIROS,1,EXTINTA
9701-10,HOSP. CACHOEIRINHA – METRÔ SANTANA,HOSP. CACHOEIRINHA – METRÔ SANTANA,MANTIDA
9717-10,JD. ALMANARA – METRÔ SANTANA,JD. ALMANARA – METRÔ SANTANA,MANTIDA
971A-10,JD. PRIMAVERA – SHOP. D,JD. PRIMAVERA – SHOP. D,MANTIDA
971C-10,COHAB BRASILÂNDIA – METRÔ SANTANA,1,EXTINTA
971D-10,JD. DAMASCENO – SHOP. CENTER NORTE,JD. DAMASCENO – MANDAQUI,CORTADA
971M-10,VL. PENTEADO – METRÔ SANTANA,VL. PENTEADO – METRÔ SANTANA,MANTIDA
971R-10,CPTM JARAGUÁ – METRÔ SANTANA,CPTM JARAGUÁ – METRÔ SANTANA,MANTIDA
971R-21,JD. DAMASCENO – METRÔ SANTANA,1,EXTINTA
971R-42,CDHU VOITH – METRÔ SANTANA,CDHU VOITH – TERM. CACHOEIRINHA,CORTADA
971R-51,CHICA LUISA – METRÔ SANTANA,1,EXTINTA
971T-10,VL. STA. MARIA – METRÔ SANTANA,VL. STA. MARIA – METRÔ SANTANA,MANTIDA
971V-10,JD. VISTA ALEGRE – SHOP. CENTER NORTE,JD. VISTA ALEGRE – SHOP. CENTER NORTE,MANTIDA
971X-10,TERM. CACHOEIRINHA – METRÔ SANTANA,TERM. CACHOEIRINHA – METRÔ SANTANA,MANTIDA
975A-10,VL. BRASILÂNDIA – METRÔ ANA ROSA,VL. BRASILÂNDIA – METRÔ BARRA FUNDA,CORTADA
9784-10,JD. DOS FRANCOS – METRÔ BARRA FUNDA,JD. DOS FRANCOS – TERM. CASA VERDE,CORTADA
9785-10,VL. TEREZINHA – METRÔ BARRA FUNDA,VL. TEREZINHA – CONEXÃO JOÃO PAULO I (VIA DOMINGOS VEGA),CORTADA
9785-51,JD. CAROMBÉ – TERM. CACHOEIRINHA,JD. CAROMBÉ – TERM. CACHOEIRINHA,MANTIDA
9789-10,JD. PAULISTANO – METRÔ BARRA FUNDA,1,EXTINTA
978A-10,TERM. CACHOEIRINHA – METRÔ BARRA FUNDA,TERM. CACHOEIRINHA – METRÔ BARRA FUNDA,MANTIDA
978J-10,VOITH – TERM. PRINC. ISABEL,1,EXTINTA
978L-10,TERM. CACHOEIRINHA – TERM. PRINC. ISABEL,1,EXTINTA
978T-10,JD. GUARANI – METRÔ BARRA FUNDA,JD. GUARANI – METRÔ BARRA FUNDA,MANTIDA
